name,url,pic_url,release,avg_rating,n_ratings,playability,components,writing,art_direction,replayability,publisher,genre,type,theme,scale,proportion,mechanic,playtime,age_rating,min_players,max_players,status,br_score
Euphoria: Build A Better Dystopia,https://www.beastsofwar.com/game/euphoria-build-a-better-dystopia/,https://www.beastsofwar.com/game/euphoria-build-a-better-dystopia/,2013,0,0,0,0,0,0,0,Stonemaier Games,Strategy,Board Game,,,,,60,13,2,6,In Production,1.269251337
Euphoria: Ignorance Is Bliss,https://www.beastsofwar.com/game/euphoria-ignorance-is-bliss/,https://www.beastsofwar.com/game/euphoria-ignorance-is-bliss/,2019,0,0,0,0,0,0,0,Stonemaier Games,Science Fiction,Board Game,,,,,90,10,1,6,In Production,1.269251337
Europa Base Alpha,https://www.beastsofwar.com/game/europa-base-alpha/,https://www.beastsofwar.com/game/europa-base-alpha/,2019,0,0,0,0,0,0,0,WizKids,Science Fiction,Card Game,,,,,45,14,2,4,In Development,1.269251337
Europa Universalis: The Board Game,https://www.beastsofwar.com/game/europa-universalis-the-board-game/,https://www.beastsofwar.com/game/europa-universalis-the-board-game/,2019,0,0,0,0,0,0,0,Aegir Games,"Historical, Strategy",Board Game,,,,,240,12,2,6,In Development,1.269251337
Everyone Loves A Parade,https://www.beastsofwar.com/game/everyone-loves-a-parade/,https://www.beastsofwar.com/game/everyone-loves-a-parade/,2019,0,0,0,0,0,0,0,Calliope Games,Family,Board Game,,,,,50,8,2,6,In Production,1.269251337
Evil Dead 2: The Official Board Game,https://www.beastsofwar.com/game/evil-dead-board-game/,https://www.beastsofwar.com/game/evil-dead-board-game/,2017,0,0,0,0,0,0,0,Space Goat Productions,Horror,Board Game,,28mm,TRUE,,60,,1,6,,1.269251337
Ex Illis,https://www.beastsofwar.com/game/ex-illis/,https://www.beastsofwar.com/game/ex-illis/,2009,0,1,0,0,0,0,0,Chinchilla Games,Fantasy,Miniature War Game,,28mm,TRUE,,60,8,2,,,1.022088992
Exalted,https://www.beastsofwar.com/game/exalted/,https://www.beastsofwar.com/game/exalted/,2001,0,2,0,0,0,0,0,White Wolf Publishing,Fantasy,Role-playing Game,,,,,,,2,,,0.855497306
EXIT Kids: Code Breaker,https://www.beastsofwar.com/game/exit-kids-code-breaker/,https://www.beastsofwar.com/game/exit-kids-code-breaker/,2018,0,0,0,0,0,0,0,KOSMOS,Puzzle,Board Game,,,,,15,7,1,4,In Production,1.269251337
Exit: The Game,https://www.beastsofwar.com/game/exit-the-game/,https://www.beastsofwar.com/game/exit-the-game/,2016,0,1,0,0,0,0,0,Thames and Kosmos,"Pulp, Puzzle, Strategy",Board Game,,,,,45,12,1,6,,1.022088992
EXIT: The Game: The Catacombs of Horror,https://www.beastsofwar.com/game/exit-the-game-the-catacombs-of-horror/,https://www.beastsofwar.com/game/exit-the-game-the-catacombs-of-horror/,2019,0,0,0,0,0,0,0,KOSMOS,Horror,Board Game,,,,,180,10,1,4,In Production,1.269251337
Exodus Chronicles,https://www.beastsofwar.com/game/exodus-chronicles/,https://www.beastsofwar.com/game/exodus-chronicles/,2019,0,0,0,0,0,0,0,Board & Dice,Science Fiction,Board Game,,,,,180,14,2,6,Crowd Funding,1.269251337
Exploding Kittens,https://www.beastsofwar.com/game/exploding-kittens/,https://www.beastsofwar.com/game/exploding-kittens/,2015,7.4,26,9.6,7.2,5.4,8.4,6,Exploding Kittens LLC,Humour,Card Game,,,,,15,7,2,5,,6.558712413
Exploration,https://www.beastsofwar.com/game/exploration/,https://www.beastsofwar.com/game/exploration/,2020,0,1,0,0,0,0,0,Ply,Science Fiction,Board Game,,,,,150,14,1,5,Crowd Funding,1.022088992
Fabulantika,https://www.beastsofwar.com/game/fabulantika/,https://www.beastsofwar.com/game/fabulantika/,2018,0,0,0,0,0,0,0,Logis,"Family, Fantasy",Board Game,,,,,25,7,2,5,In Production,1.269251337
Faith & Flintlocks,https://www.beastsofwar.com/game/faith-flintlocks/,https://www.beastsofwar.com/game/faith-flintlocks/,2016,0,0,0,0,0,0,0,Grimwolden Games,Fantasy,Miniature War Game,,32mm,Heroic,,,,2,,In Production,1.269251337
FAITH: The Sci-Fi RPG,https://www.beastsofwar.com/game/faith/,https://www.beastsofwar.com/game/faith/,2015,8,6,7,10,8,9,6,Burning Games,Science Fiction,Role-playing Game,,,,,,,2,,,5.253792043
Fallen,https://www.beastsofwar.com/game/fallen/,https://www.beastsofwar.com/game/fallen/,2014,0,0,0,0,0,0,0,Watchtower Games,Fantasy,Card Game,,,,,90,14,2,2,,1.269251337
Fallen Frontiers,https://www.beastsofwar.com/game/fallen-frontiers/,https://www.beastsofwar.com/game/fallen-frontiers/,2015,0,3,0,0,0,0,0,Scale Games,Science Fiction,Miniature War Game,,35mm,Heroic,,60,13,2,4,,0.735600734
Fallout Shelter: The Board Game,https://www.beastsofwar.com/game/fallout-shelter-the-board-game/,https://www.beastsofwar.com/game/fallout-shelter-the-board-game/,2020,0,0,0,0,0,0,0,Fantasy Flight Games,"Post-Apocalyptic, Strategy",Board Game,,,,,,12,2,4,In Development,1.269251337
Fallout: New California,https://www.beastsofwar.com/game/fallout-new-california/,https://www.beastsofwar.com/game/fallout-new-california/,2018,0,2,0,0,0,0,0,,Survival,Board Game,,,,,180,14,1,4,In Production,0.855497306
Fallout: The Board Game,https://www.beastsofwar.com/game/fallout-the-board-game/,https://www.beastsofwar.com/game/fallout-the-board-game/,2017,7.6,14,7.1,9.3,8.6,8.6,4,,Post-Apocalyptic,Board Game,,,,,120,14,1,4,,6.156433244
Fallout: Wasteland Warfare,https://www.beastsofwar.com/game/fallout-wasteland-warfare/,https://www.beastsofwar.com/game/fallout-wasteland-warfare/,2018,8.3,18,7.8,9.2,6.1,9.4,8,Modiphius Entertainment,Post-Apocalyptic,Miniature War Game,,32mm,Heroic,,30,14,1,8,In Production,6.986522373
Family Guy: Stewie's Sexy Party,https://www.beastsofwar.com/game/family-guy-stewies-sexy-party/,https://www.beastsofwar.com/game/family-guy-stewies-sexy-party/,2016,0,0,0,0,0,0,0,Gale Force Nine,Humour,Board Game,,,,,30,14,4,,Out of Production,1.269251337
Fanhunter: Assault,https://www.beastsofwar.com/game/fanhunter-assault/,https://www.beastsofwar.com/game/fanhunter-assault/,2018,0,0,0,0,0,0,0,Devir Games,"Humour, Pulp",Card Game,,,,,40,13,2,6,In Production,1.269251337
Fanhunter: Urban Warfare,https://www.beastsofwar.com/game/fanhunter/,https://www.beastsofwar.com/game/fanhunter/,2017,0,2,0,0,0,0,0,Devir Games,"Pulp, Weird",Miniature War Game,,28mm,Heroic,,45,14,2,,,0.855497306
Fantasy AGE,https://www.beastsofwar.com/game/fantasy-age/,https://www.beastsofwar.com/game/fantasy-age/,2015,0,3,0,0,0,0,0,Green Ronin Publishing,Fantasy,Role-playing Game,,,,,,,2,,,0.735600734
Fantasy Battles: The 9th Age,https://www.beastsofwar.com/game/fantasy-battles-the-9th-age/,https://www.beastsofwar.com/game/fantasy-battles-the-9th-age/,2015,7.8,49,9,7,6.3,7,9,The Ninth Age,Fantasy,Miniature War Game,,28mm,,,150,,2,2,,7.291739587
Fantasy Grounds,https://www.beastsofwar.com/game/fantasy-grounds/,https://www.beastsofwar.com/game/fantasy-grounds/,2015,0,1,0,0,0,0,0,SmiteWorks,Fantasy,Video Game,,,,,,,2,,In Production,1.022088992
Fantasy!,https://www.beastsofwar.com/game/fantasy-modiphius/,https://www.beastsofwar.com/game/fantasy-modiphius/,2019,0,0,0,0,0,0,0,Modiphius Entertainment,Fantasy,Role-playing Game,,,,,,12,2,5,In Production,1.269251337
Fanticide,https://www.beastsofwar.com/game/fanticide/,https://www.beastsofwar.com/game/fanticide/,2012,0,1,0,0,0,0,0,Alien Dungeon,Fantasy,Miniature War Game,,28mm,Heroic,,20,,2,,,1.022088992
Farben,https://www.beastsofwar.com/game/farben/,https://www.beastsofwar.com/game/farben/,2018,0,0,0,0,0,0,0,Edition Spielwiese,"Party, Strategy",Card Game,,,,,75,10,3,5,In Production,1.269251337
Farm Rescue,https://www.beastsofwar.com/game/farm-rescue/,https://www.beastsofwar.com/game/farm-rescue/,2019,0,0,0,0,0,0,0,Brain Games Publishing,Childrens,Board Game,,,,,15,4,1,5,In Production,1.269251337
Fast Food Fear,https://www.beastsofwar.com/game/fast-food-fear/,https://www.beastsofwar.com/game/fast-food-fear/,2017,0,0,0,0,0,0,0,Devir Games,"Family, Puzzle",Card Game,,,,,15,8,3,6,In Production,1.269251337
Fate Of A Nation,https://www.beastsofwar.com/game/fate-of-a-nation/,https://www.beastsofwar.com/game/fate-of-a-nation/,2013,0,2,0,0,0,0,0,Battlefront Miniatures,Historical,Miniature War Game,,15mm,TRUE,,180,14,2,,In Production,0.855497306
Fate of the Norns: Gulveig,https://www.beastsofwar.com/game/fate-of-the-norns-gulveig/,https://www.beastsofwar.com/game/fate-of-the-norns-gulveig/,2014,0,0,0,0,0,0,0,Pendelhaven,Fantasy,Card Game,,,,,30,6,2,4,,1.269251337
Federation Commander,https://www.beastsofwar.com/game/federation-commander/,https://www.beastsofwar.com/game/federation-commander/,2005,0,0,0,0,0,0,0,Amarillo Design Bureau,Science Fiction,Board Game,,,,,,,2,,In Production,1.269251337
Fetch Quest,https://www.beastsofwar.com/game/fetch-quest/,https://www.beastsofwar.com/game/fetch-quest/,2018,0,0,0,0,0,0,0,Onyx Path Publishing,Fantasy,Card Game,,,,,90,12,3,6,Crowd Funding,1.269251337
Fiasco,https://www.beastsofwar.com/game/fiasco-rpg/,https://www.beastsofwar.com/game/fiasco-rpg/,2009,0,2,0,0,0,0,0,Bully Pulpit Games,Humour,Role-playing Game,,,,,240,,3,5,In Production,0.855497306
Field of Glory,https://www.beastsofwar.com/game/field-of-glory/,https://www.beastsofwar.com/game/field-of-glory/,2008,6.8,6,6.7,5,6.7,7.5,8,Osprey Publishing,Historical,Miniature War Game,,,,,,,2,4,In Production,4.543403186
Fields of Fire: Miniatures Rules for Modern Combat,https://www.beastsofwar.com/game/fields-of-fire/,https://www.beastsofwar.com/game/fields-of-fire/,2012,0,0,0,0,0,0,0,Proving Ground Games,Historical,Miniature War Game,,0.239583333,TRUE,,180,10,2,10,In Production,1.269251337
Fight for the Skies,https://www.beastsofwar.com/game/fight-for-the-skies/,https://www.beastsofwar.com/game/fight-for-the-skies/,2014,0,0,0,0,0,0,0,Mongoose Publishing,Historical,Miniature War Game,,15mm,TRUE,,,,2,,Out of Production,1.269251337
Fightin' Fungi,https://www.beastsofwar.com/game/fightin-fungi/,https://www.beastsofwar.com/game/fightin-fungi/,2015,0,0,0,0,0,0,0,Ganesha Games,Fantasy,Miniature War Game,,28mm,Heroic,,45,12,2,8,In Production,1.269251337
Fighting Fantasy,https://www.beastsofwar.com/game/fighting-fantasy/,https://www.beastsofwar.com/game/fighting-fantasy/,1982,0,2,0,0,0,0,0,Wizard Books,Fantasy,Role-playing Game,,,,,,,1,,In Production,0.855497306
Final Act,https://www.beastsofwar.com/game/final-act/,https://www.beastsofwar.com/game/final-act/,2016,0,0,0,0,0,0,0,Tyto Games,Historical,Board Game,,,,,50,10,2,,In Production,1.269251337
Fine Sand,https://www.beastsofwar.com/game/fine-sand/,https://www.beastsofwar.com/game/fine-sand/,2019,0,0,0,0,0,0,0,Stronghold Games,Family,Card Game,,,,,30,10,1,4,In Production,1.269251337
Fired Up!,https://www.beastsofwar.com/game/fired-up/,https://www.beastsofwar.com/game/fired-up/,2019,0,0,0,0,0,0,0,Drawlab Entertainment,Science Fiction,Board Game,,,,,120,12,2,5,In Development,1.269251337
Firefly Adventures: Brigands and Browncoats,https://www.beastsofwar.com/game/firefly-adventures-brigands-and-browncoats/,https://www.beastsofwar.com/game/firefly-adventures-brigands-and-browncoats/,2017,7,8,8.8,10,3.8,7.5,5,Gale Force Nine,Science Fiction,Board Game,,32mm,Heroic,,90,14,1,5,In Production,5.047156418
Firefly: Fistful of Credits,https://www.beastsofwar.com/game/firefly-fistful-of-credits/,https://www.beastsofwar.com/game/firefly-fistful-of-credits/,2015,0,0,0,0,0,0,0,Toy Vault,Science Fiction,Board Game,,,,,30,14,2,4,,1.269251337
Firefly: Out to the Black,https://www.beastsofwar.com/game/firefly-out-to-the-black/,https://www.beastsofwar.com/game/firefly-out-to-the-black/,2013,0,0,0,0,0,0,0,Toy Vault,Science Fiction,Card Game,,,,,45,14,3,5,,1.269251337
Firefly: The Game,https://www.beastsofwar.com/game/firefly-the-game/,https://www.beastsofwar.com/game/firefly-the-game/,2013,9.1,18,9.4,9.7,8.5,9.4,8,Gale Force Nine,Science Fiction,Board Game,,,,,120,13,1,5,In Production,7.637067151
Firestorm Armada,https://www.beastsofwar.com/game/firestorm-armada/,https://www.beastsofwar.com/game/firestorm-armada/,2009,7.5,13,7.7,9.6,5.4,7.7,7,Warcradle Studios,Science Fiction,Miniature War Game,,10mm,Heroic,,90,12,2,4,,5.996321212
Firestorm Planetfall,https://www.beastsofwar.com/game/firestorm-planetfall/,https://www.beastsofwar.com/game/firestorm-planetfall/,2009,0,4,0,0,0,0,0,Warcradle Studios,Science Fiction,Miniature War Game,,10mm,Heroic,,,14,2,6,,0.645179819
Firestorm Strike Force,https://www.beastsofwar.com/game/firestorm-strike-force/,https://www.beastsofwar.com/game/firestorm-strike-force/,2017,0,0,0,0,0,0,0,Warcradle Studios,Science Fiction,Board Game,,,,,,,2,16,Out of Production,1.269251337
Fistful Of Lead,https://www.beastsofwar.com/game/fistful-of-lead/,https://www.beastsofwar.com/game/fistful-of-lead/,2001,0,2,0,0,0,0,0,Wiley Games,Historical,Miniature War Game,,28mm,Heroic,,90,,2,8,,0.855497306
Flames of War: Great War,https://www.beastsofwar.com/game/great-war/,https://www.beastsofwar.com/game/great-war/,2014,0,2,0,0,0,0,0,Battlefront Miniatures,Historical,Miniature War Game,,15mm,TRUE,,60,12,2,,,0.855497306
Flames of War: The World War II Miniatures Game,https://www.beastsofwar.com/game/flames-of-war/,https://www.beastsofwar.com/game/flames-of-war/,2002,8.1,136,8.1,9,6.8,7.9,8,Battlefront Miniatures,Historical,Miniature War Game,,15mm,,,120,14,1,2,,7.898429404
Flamme Rouge,https://www.beastsofwar.com/game/flamme-rouge/,https://www.beastsofwar.com/game/flamme-rouge/,2016,0,3,0,0,0,0,0,"Lautapelit.fi, Stronghold Games",Sports,Board Game,,,,,45,8,2,4,In Development,0.735600734
Flamme Rouge: Meteo,https://www.beastsofwar.com/game/flamme-rouge-meteo/,https://www.beastsofwar.com/game/flamme-rouge-meteo/,2018,0,0,0,0,0,0,0,"Lautapelit.fi, Stronghold Games",Sports,Board Game,,,,,45,8,2,4,In Development,1.269251337
Flash Point: Fire Rescue: Tragic Events,https://www.beastsofwar.com/game/flash-point-fire-rescue-tragic-events/,https://www.beastsofwar.com/game/flash-point-fire-rescue-tragic-events/,,0,0,0,0,0,0,0,Indie Board and Cards,Educational,Board Game,,,,,45,10,2,6,In Production,1.269251337
Flick 'em Up!,https://www.beastsofwar.com/game/flick-em-up/,https://www.beastsofwar.com/game/flick-em-up/,2015,0,1,0,0,0,0,0,Pretzel Games,Historical,Board Game,,,,,45,8,2,10,,1.022088992
Flicky Spaceships,https://www.beastsofwar.com/game/flicky-spaceships/,https://www.beastsofwar.com/game/flicky-spaceships/,2018,0,0,0,0,0,0,0,Room 17 Games,Science Fiction,Board Game,,,,,45,6,2,4,Crowd Funding,1.269251337
Flint & Feather,https://www.beastsofwar.com/game/flint-feathers/,https://www.beastsofwar.com/game/flint-feathers/,2016,0,1,0,0,0,0,0,Crucible Crush,Historical,Miniature War Game,,28mm,Heroic,,,,2,,,1.022088992
Flintloque,https://www.beastsofwar.com/game/flintloque/,https://www.beastsofwar.com/game/flintloque/,1995,0,1,0,0,0,0,0,Alternative Armies,Fantasy,Miniature War Game,,28mm,Heroic,,120,,2,,,1.022088992
Flotilla,https://www.beastsofwar.com/game/flotilla/,https://www.beastsofwar.com/game/flotilla/,2019,0,0,0,0,0,0,0,WizKids,"Post-Apocalyptic, Strategy",Board Game,,,,,90,14,3,5,In Development,1.269251337
Flotsam Fight,https://www.beastsofwar.com/game/flotsam-fight/,https://www.beastsofwar.com/game/flotsam-fight/,2018,0,0,0,0,0,0,0,Oink Games,Strategy,Card Game,,,,,30,8,2,6,In Production,1.269251337
Fluxx,https://www.beastsofwar.com/game/fluxx/,https://www.beastsofwar.com/game/fluxx/,1998,7.1,7,9.3,5.7,5.7,6.4,8,Looney Labs,Humour,Card Game,,,,,,8,2,6,,4.934645372
Flyin' Goblin,https://www.beastsofwar.com/game/flyin-goblin/,https://www.beastsofwar.com/game/flyin-goblin/,2020,0,0,0,0,0,0,0,IELLO Games,Fantasy,Board Game,,,,,30,8,2,4,In Development,1.269251337
Fog & Friction,https://www.beastsofwar.com/game/fog-friction/,https://www.beastsofwar.com/game/fog-friction/,TBA,0,0,0,0,0,0,0,Pond Foot Games,Historical,Card Game,,,,,45,12,2,,,1.269251337
Fog of Love,https://www.beastsofwar.com/game/fog-of-love/,https://www.beastsofwar.com/game/fog-of-love/,2017,0,0,0,0,0,0,0,Hush Hush Projects,Family,Board Game,,,,,120,17,2,2,In Production,1.269251337
Folklore: The Affliction,https://www.beastsofwar.com/game/folklore-the-affliction/,https://www.beastsofwar.com/game/folklore-the-affliction/,2017,0,2,0,0,0,0,0,Greenbrier Games,Fantasy,Board Game,,28mm,Heroic,,90,14,1,5,In Production,0.855497306
Food Truck Champion,https://www.beastsofwar.com/game/food-truck-champion/,https://www.beastsofwar.com/game/food-truck-champion/,2017,0,0,0,0,0,0,0,Daily Magic Games,Family,Card Game,,,,,60,8,2,5,In Production,1.269251337
Foodies,https://www.beastsofwar.com/game/foodies/,https://www.beastsofwar.com/game/foodies/,2019,0,1,0,0,0,0,0,CMON,"Family, Strategy",Board Game,,,,,30,14,2,5,In Production,1.022088992
Forbidden Desert,https://www.beastsofwar.com/game/forbidden-desert/,https://www.beastsofwar.com/game/forbidden-desert/,2013,0,2,0,0,0,0,0,Gamewright,Survival,Board Game,,,,,45,10,2,5,In Production,0.855497306
Forbidden Island,https://www.beastsofwar.com/game/forbidden-island/,https://www.beastsofwar.com/game/forbidden-island/,2010,0,3,0,0,0,0,0,Gamewright,"Family, Puzzle, Strategy",Board Game,,,,,30,10,2,4,In Production,0.735600734
Forbidden Lands,https://www.beastsofwar.com/game/forbidden-lands/,https://www.beastsofwar.com/game/forbidden-lands/,2018,0,4,0,0,0,0,0,Free League Publishing,Fantasy,Role-playing Game,,,,,,,2,,,0.645179819
Forbidden Sky,https://www.beastsofwar.com/game/forbidden-sky/,https://www.beastsofwar.com/game/forbidden-sky/,2018,0,1,0,0,0,0,0,Gamewright,Strategy,Board Game,,,,,60,10,2,5,In Production,1.022088992
Forbidden Stars,https://www.beastsofwar.com/game/forbidden-stars/,https://www.beastsofwar.com/game/forbidden-stars/,2015,0,3,0,0,0,0,0,,Science Fiction,Board Game,,,,,120,14,2,4,Out of Production,0.735600734
Force On Force,https://www.beastsofwar.com/game/force-on-force/,https://www.beastsofwar.com/game/force-on-force/,2009,6.8,10,8.9,3.3,6.7,6.7,8,Ambush Alley Games,Historical,Miniature War Game,,,,,60,14,2,,In Production,5.18197407
Forge Of Destiny,https://www.beastsofwar.com/game/forge-of-destiny/,https://www.beastsofwar.com/game/forge-of-destiny/,TBA,0,0,0,0,0,0,0,New Destiny Games,Science Fiction,Miniature War Game,,,,,,,2,,,1.269251337
Forgotten Waters,https://www.beastsofwar.com/game/forgotten-waters/,https://www.beastsofwar.com/game/forgotten-waters/,2020,0,0,0,0,0,0,0,Plaid Hat Games,Fantasy,Board Game,,,,,,,2,4,In Development,1.269251337
Forgotten World,https://www.beastsofwar.com/game/forgotten-world/,https://www.beastsofwar.com/game/forgotten-world/,TBA,0,0,0,0,0,0,0,Fireforge Games,Fantasy,Miniature War Game,,28mm,,,,,2,,Crowd Funding,1.269251337
Founders Of Gloomhaven,https://www.beastsofwar.com/game/founders-of-gloomhaven/,https://www.beastsofwar.com/game/founders-of-gloomhaven/,,0,0,0,0,0,0,0,,,,,,,,,,,,,1.269251337
Four Against Darkness,https://www.beastsofwar.com/game/four-against-darkness/,https://www.beastsofwar.com/game/four-against-darkness/,2016,0,0,0,0,0,0,0,Ganesha Games,Fantasy,Role-playing Game,,,,,60,,1,,In Production,1.269251337
Fragged Empire,https://www.beastsofwar.com/game/fragged-empire/,https://www.beastsofwar.com/game/fragged-empire/,2016,0,0,0,0,0,0,0,Design Ministries,Science Fiction,Role-playing Game,,32mm,Heroic,,,,2,,In Production,1.269251337
Franchise,https://www.beastsofwar.com/game/franchise/,https://www.beastsofwar.com/game/franchise/,TBA,0,0,0,0,0,0,0,Queen Games,Strategy,Board Game,,,,,60,12,2,5,Crowd Funding,1.269251337
Frazetta: Card & Dice Battle Game,https://www.beastsofwar.com/game/frazetta-card-dice-battle-game/,https://www.beastsofwar.com/game/frazetta-card-dice-battle-game/,2018,0,0,0,0,0,0,0,River Horse,Fantasy,Card Game,,,,,30,18,2,2,In Production,1.269251337
Freeblades,https://www.beastsofwar.com/game/freeblades/,https://www.beastsofwar.com/game/freeblades/,2012,0,3,0,0,0,0,0,DGS Games,Fantasy,Miniature War Game,,28mm,Heroic,,60,12,2,6,In Production,0.735600734
Freebooters Fate,https://www.beastsofwar.com/game/freebooters-fate/,https://www.beastsofwar.com/game/freebooters-fate/,2010,0,4,0,0,0,0,0,Freebooter Miniatures,Fantasy,Miniature War Game,,28mm,Heroic,,60,10,2,16,In Production,0.645179819
Frostgrave,https://www.beastsofwar.com/game/frostgrave/,https://www.beastsofwar.com/game/frostgrave/,2015,8.1,61,9.1,6.7,7.9,8.3,8,North Star Military Figures,Fantasy,Miniature War Game,,28mm,Heroic,,60,12,2,8,In Production,7.666331048
Frosthaven,https://www.beastsofwar.com/game/frosthaven/,https://www.beastsofwar.com/game/frosthaven/,2021,0,0,0,0,0,0,0,Cephalofair Games,Fantasy,Board Game,,28mm,Heroic,,360,12,1,4,Crowd Funding,1.269251337
Fuji Koro,https://www.beastsofwar.com/game/fuji-koro/,https://www.beastsofwar.com/game/fuji-koro/,2019,0,0,0,0,0,0,0,Game Brewer,Fantasy,Board Game,,,,,120,12,1,6,In Development,1.269251337
